"from","to","target","source"
"Takahiro Sakurai","Takahiro Fujiwara",67,9
"Takahiro Sakurai","Kazuki Yao",69,9
"Takahiro Sakurai","Yuichi Nakamura",73,9
"Takahiro Sakurai","Aki Toyosaki",61,9
"Takahiro Sakurai","Akio Otsuka",91,9
"Toa Yukinari","Yuki Kaji",65,64
"Toa Yukinari","Yoshiro Matsumoto",68,64
"Toa Yukinari","Minako Kotobuki",66,64
"Toa Yukinari","Takahiro Fujiwara",67,64
"Toa Yukinari","Kazuki Yao",69,64
"Toa Yukinari","Yuichi Nakamura",73,64
"Toa Yukinari","Aki Toyosaki",61,64
"Toa Yukinari","Akio Otsuka",91,64
"Yuki Kaji","Yoshiro Matsumoto",68,65
"Yuki Kaji","Minako Kotobuki",66,65
"Yuki Kaji","Takahiro Fujiwara",67,65
"Yuki Kaji","Kazuki Yao",69,65
"Yuki Kaji","Yuichi Nakamura",73,65
"Yuki Kaji","Aki Toyosaki",61,65
"Yuki Kaji","Akio Otsuka",91,65
"Yoshiro Matsumoto","Minako Kotobuki",66,68
"Yoshiro Matsumoto","Takahiro Fujiwara",67,68
"Yoshiro Matsumoto","Kazuki Yao",69,68
"Yoshiro Matsumoto","Yuichi Nakamura",73,68
"Yoshiro Matsumoto","Aki Toyosaki",61,68
"Yoshiro Matsumoto","Akio Otsuka",91,68
"Minako Kotobuki","Takahiro Fujiwara",67,66
"Minako Kotobuki","Kazuki Yao",69,66
"Minako Kotobuki","Yuichi Nakamura",73,66
"Minako Kotobuki","Aki Toyosaki",61,66
"Minako Kotobuki","Akio Otsuka",91,66
"Takahiro Fujiwara","Kazuki Yao",69,67
"Takahiro Fujiwara","Yuichi Nakamura",73,67
"Takahiro Fujiwara","Aki Toyosaki",61,67
"Takahiro Fujiwara","Akio Otsuka",91,67
"Kazuki Yao","Yuichi Nakamura",73,69
"Kazuki Yao","Aki Toyosaki",61,69
"Kazuki Yao","Akio Otsuka",91,69
"Yuichi Nakamura","Aki Toyosaki",61,73
"Yuichi Nakamura","Akio Otsuka",91,73
"Aki Toyosaki","Akio Otsuka",91,61
"Takahiro Sakurai","Kana Hanazawa",74,9
"Takahiro Sakurai","Sora Amamiya",75,9
"Takahiro Sakurai","Kazuhiro Yamaji",76,9
"Takahiro Sakurai","Mamoru Miyano",48,9
"Takahiro Sakurai","Aya Suzaki",77,9
"Takahiro Sakurai","Nobunaga Shimazaki",78,9
"Takahiro Sakurai","Yuki Kaji",65,9
"Takahiro Sakurai","Aki Toyosaki",61,9
"Takahiro Sakurai","Saori Hayami",56,9
"Kana Hanazawa","Sora Amamiya",75,74
"Kana Hanazawa","Kazuhiro Yamaji",76,74
"Kana Hanazawa","Mamoru Miyano",48,74
"Kana Hanazawa","Aya Suzaki",77,74
"Kana Hanazawa","Nobunaga Shimazaki",78,74
"Kana Hanazawa","Yuki Kaji",65,74
"Kana Hanazawa","Aki Toyosaki",61,74
"Kana Hanazawa","Saori Hayami",56,74
"Sora Amamiya","Kazuhiro Yamaji",76,75
"Sora Amamiya","Mamoru Miyano",48,75
"Sora Amamiya","Aya Suzaki",77,75
"Sora Amamiya","Nobunaga Shimazaki",78,75
"Sora Amamiya","Yuki Kaji",65,75
"Sora Amamiya","Aki Toyosaki",61,75
"Sora Amamiya","Saori Hayami",56,75
"Kazuhiro Yamaji","Mamoru Miyano",48,76
"Kazuhiro Yamaji","Aya Suzaki",77,76
"Kazuhiro Yamaji","Nobunaga Shimazaki",78,76
"Kazuhiro Yamaji","Yuki Kaji",65,76
"Kazuhiro Yamaji","Aki Toyosaki",61,76
"Kazuhiro Yamaji","Saori Hayami",56,76
"Mamoru Miyano","Aya Suzaki",77,48
"Mamoru Miyano","Nobunaga Shimazaki",78,48
"Mamoru Miyano","Yuki Kaji",65,48
"Mamoru Miyano","Aki Toyosaki",61,48
"Mamoru Miyano","Saori Hayami",56,48
"Aya Suzaki","Nobunaga Shimazaki",78,77
"Aya Suzaki","Yuki Kaji",65,77
"Aya Suzaki","Aki Toyosaki",61,77
"Aya Suzaki","Saori Hayami",56,77
"Nobunaga Shimazaki","Yuki Kaji",65,78
"Nobunaga Shimazaki","Aki Toyosaki",61,78
"Nobunaga Shimazaki","Saori Hayami",56,78
"Yuki Kaji","Aki Toyosaki",61,65
"Yuki Kaji","Saori Hayami",56,65
"Aki Toyosaki","Saori Hayami",56,61
"Yoshimasa Hosoya","Kana Hanazawa",74,49
"Yoshimasa Hosoya","Natsuki Hanae",79,49
"Yoshimasa Hosoya","Takahiro Sakurai",9,49
"Yoshimasa Hosoya","Daisuke Namikawa",80,49
"Yoshimasa Hosoya","Toshiyuki Morikawa",81,49
"Yoshimasa Hosoya","Kazuyuki Okitsu",47,49
"Yoshimasa Hosoya","Junichi Suwabe",82,49
"Yoshimasa Hosoya","Tomohiro Shiozaki",83,49
"Yoshimasa Hosoya","Ai Kayano",54,49
"Yoshimasa Hosoya","Tetsu Shiratori",84,49
"Yoshimasa Hosoya","Yasuhiro Mamiya",85,49
"Yoshimasa Hosoya","Daiki Yamashita",86,49
"Yoshimasa Hosoya","Akari Kito",87,49
"Yoshimasa Hosoya","Tomokazu Sugita",88,49
"Yoshimasa Hosoya","Aoi Yuki",18,49
"Yoshimasa Hosoya","Kohsuke Toriumi",116,49
"Kana Hanazawa","Natsuki Hanae",79,74
"Kana Hanazawa","Takahiro Sakurai",9,74
"Kana Hanazawa","Daisuke Namikawa",80,74
"Kana Hanazawa","Toshiyuki Morikawa",81,74
"Kana Hanazawa","Kazuyuki Okitsu",47,74
"Kana Hanazawa","Junichi Suwabe",82,74
"Kana Hanazawa","Tomohiro Shiozaki",83,74
"Kana Hanazawa","Ai Kayano",54,74
"Kana Hanazawa","Tetsu Shiratori",84,74
"Kana Hanazawa","Yasuhiro Mamiya",85,74
"Kana Hanazawa","Daiki Yamashita",86,74
"Kana Hanazawa","Akari Kito",87,74
"Kana Hanazawa","Tomokazu Sugita",88,74
"Kana Hanazawa","Aoi Yuki",18,74
"Kana Hanazawa","Kohsuke Toriumi",116,74
"Natsuki Hanae","Takahiro Sakurai",9,79
"Natsuki Hanae","Daisuke Namikawa",80,79
"Natsuki Hanae","Toshiyuki Morikawa",81,79
"Natsuki Hanae","Kazuyuki Okitsu",47,79
"Natsuki Hanae","Junichi Suwabe",82,79
"Natsuki Hanae","Tomohiro Shiozaki",83,79
"Natsuki Hanae","Ai Kayano",54,79
"Natsuki Hanae","Tetsu Shiratori",84,79
"Natsuki Hanae","Yasuhiro Mamiya",85,79
"Natsuki Hanae","Daiki Yamashita",86,79
"Natsuki Hanae","Akari Kito",87,79
"Natsuki Hanae","Tomokazu Sugita",88,79
"Natsuki Hanae","Aoi Yuki",18,79
"Natsuki Hanae","Kohsuke Toriumi",116,79
"Takahiro Sakurai","Daisuke Namikawa",80,9
"Takahiro Sakurai","Toshiyuki Morikawa",81,9
"Takahiro Sakurai","Kazuyuki Okitsu",47,9
"Takahiro Sakurai","Junichi Suwabe",82,9
"Takahiro Sakurai","Tomohiro Shiozaki",83,9
"Takahiro Sakurai","Ai Kayano",54,9
"Takahiro Sakurai","Tetsu Shiratori",84,9
"Takahiro Sakurai","Yasuhiro Mamiya",85,9
"Takahiro Sakurai","Daiki Yamashita",86,9
"Takahiro Sakurai","Akari Kito",87,9
"Takahiro Sakurai","Tomokazu Sugita",88,9
"Takahiro Sakurai","Aoi Yuki",18,9
"Takahiro Sakurai","Kohsuke Toriumi",116,9
"Daisuke Namikawa","Toshiyuki Morikawa",81,80
"Daisuke Namikawa","Kazuyuki Okitsu",47,80
"Daisuke Namikawa","Junichi Suwabe",82,80
"Daisuke Namikawa","Tomohiro Shiozaki",83,80
"Daisuke Namikawa","Ai Kayano",54,80
"Daisuke Namikawa","Tetsu Shiratori",84,80
"Daisuke Namikawa","Yasuhiro Mamiya",85,80
"Daisuke Namikawa","Daiki Yamashita",86,80
"Daisuke Namikawa","Akari Kito",87,80
"Daisuke Namikawa","Tomokazu Sugita",88,80
"Daisuke Namikawa","Aoi Yuki",18,80
"Daisuke Namikawa","Kohsuke Toriumi",116,80
"Toshiyuki Morikawa","Kazuyuki Okitsu",47,81
"Toshiyuki Morikawa","Junichi Suwabe",82,81
"Toshiyuki Morikawa","Tomohiro Shiozaki",83,81
"Toshiyuki Morikawa","Ai Kayano",54,81
"Toshiyuki Morikawa","Tetsu Shiratori",84,81
"Toshiyuki Morikawa","Yasuhiro Mamiya",85,81
"Toshiyuki Morikawa","Daiki Yamashita",86,81
"Toshiyuki Morikawa","Akari Kito",87,81
"Toshiyuki Morikawa","Tomokazu Sugita",88,81
"Toshiyuki Morikawa","Aoi Yuki",18,81
"Toshiyuki Morikawa","Kohsuke Toriumi",116,81
"Kazuyuki Okitsu","Junichi Suwabe",82,47
"Kazuyuki Okitsu","Tomohiro Shiozaki",83,47
"Kazuyuki Okitsu","Ai Kayano",54,47
"Kazuyuki Okitsu","Tetsu Shiratori",84,47
"Kazuyuki Okitsu","Yasuhiro Mamiya",85,47
"Kazuyuki Okitsu","Daiki Yamashita",86,47
"Kazuyuki Okitsu","Akari Kito",87,47
"Kazuyuki Okitsu","Tomokazu Sugita",88,47
"Kazuyuki Okitsu","Aoi Yuki",18,47
"Kazuyuki Okitsu","Kohsuke Toriumi",116,47
"Junichi Suwabe","Tomohiro Shiozaki",83,82
"Junichi Suwabe","Ai Kayano",54,82
"Junichi Suwabe","Tetsu Shiratori",84,82
"Junichi Suwabe","Yasuhiro Mamiya",85,82
"Junichi Suwabe","Daiki Yamashita",86,82
"Junichi Suwabe","Akari Kito",87,82
"Junichi Suwabe","Tomokazu Sugita",88,82
"Junichi Suwabe","Aoi Yuki",18,82
"Junichi Suwabe","Kohsuke Toriumi",116,82
"Tomohiro Shiozaki","Ai Kayano",54,83
"Tomohiro Shiozaki","Tetsu Shiratori",84,83
"Tomohiro Shiozaki","Yasuhiro Mamiya",85,83
"Tomohiro Shiozaki","Daiki Yamashita",86,83
"Tomohiro Shiozaki","Akari Kito",87,83
"Tomohiro Shiozaki","Tomokazu Sugita",88,83
"Tomohiro Shiozaki","Aoi Yuki",18,83
"Tomohiro Shiozaki","Kohsuke Toriumi",116,83
"Ai Kayano","Tetsu Shiratori",84,54
"Ai Kayano","Yasuhiro Mamiya",85,54
"Ai Kayano","Daiki Yamashita",86,54
"Ai Kayano","Akari Kito",87,54
"Ai Kayano","Tomokazu Sugita",88,54
"Ai Kayano","Aoi Yuki",18,54
"Ai Kayano","Kohsuke Toriumi",116,54
"Tetsu Shiratori","Yasuhiro Mamiya",85,84
"Tetsu Shiratori","Daiki Yamashita",86,84
"Tetsu Shiratori","Akari Kito",87,84
"Tetsu Shiratori","Tomokazu Sugita",88,84
"Tetsu Shiratori","Aoi Yuki",18,84
"Tetsu Shiratori","Kohsuke Toriumi",116,84
"Yasuhiro Mamiya","Daiki Yamashita",86,85
"Yasuhiro Mamiya","Akari Kito",87,85
"Yasuhiro Mamiya","Tomokazu Sugita",88,85
"Yasuhiro Mamiya","Aoi Yuki",18,85
"Yasuhiro Mamiya","Kohsuke Toriumi",116,85
"Daiki Yamashita","Akari Kito",87,86
"Daiki Yamashita","Tomokazu Sugita",88,86
"Daiki Yamashita","Aoi Yuki",18,86
"Daiki Yamashita","Kohsuke Toriumi",116,86
"Akari Kito","Tomokazu Sugita",88,87
"Akari Kito","Aoi Yuki",18,87
"Akari Kito","Kohsuke Toriumi",116,87
"Tomokazu Sugita","Aoi Yuki",18,88
"Tomokazu Sugita","Kohsuke Toriumi",116,88
"Aoi Yuki","Kohsuke Toriumi",116,18
"Miyuri Shimabukuro","Kana Ichinose",90,89
"Miyuri Shimabukuro","Akio Otsuka",91,89
"Miyuri Shimabukuro","Miyu Irino",53,89
"Miyuri Shimabukuro","Sumire Uesaka",92,89
"Miyuri Shimabukuro","Hiroshi Kamiya",93,89
"Miyuri Shimabukuro","Mamoru Miyano",48,89
"Miyuri Shimabukuro","Kenyu Horiuchi",94,89
"Miyuri Shimabukuro","Tomoko Miyadera",95,89
"Miyuri Shimabukuro","Takahiro Sakurai",9,89
"Miyuri Shimabukuro","Maaya Sakamoto",96,89
"Miyuri Shimabukuro","Hiroki Yasumoto",201,89
"Kana Ichinose","Akio Otsuka",91,90
"Kana Ichinose","Miyu Irino",53,90
"Kana Ichinose","Sumire Uesaka",92,90
"Kana Ichinose","Hiroshi Kamiya",93,90
"Kana Ichinose","Mamoru Miyano",48,90
"Kana Ichinose","Kenyu Horiuchi",94,90
"Kana Ichinose","Tomoko Miyadera",95,90
"Kana Ichinose","Takahiro Sakurai",9,90
"Kana Ichinose","Maaya Sakamoto",96,90
"Kana Ichinose","Hiroki Yasumoto",201,90
"Akio Otsuka","Miyu Irino",53,91
"Akio Otsuka","Sumire Uesaka",92,91
"Akio Otsuka","Hiroshi Kamiya",93,91
"Akio Otsuka","Mamoru Miyano",48,91
"Akio Otsuka","Kenyu Horiuchi",94,91
"Akio Otsuka","Tomoko Miyadera",95,91
"Akio Otsuka","Takahiro Sakurai",9,91
"Akio Otsuka","Maaya Sakamoto",96,91
"Akio Otsuka","Hiroki Yasumoto",201,91
"Miyu Irino","Sumire Uesaka",92,53
"Miyu Irino","Hiroshi Kamiya",93,53
"Miyu Irino","Mamoru Miyano",48,53
"Miyu Irino","Kenyu Horiuchi",94,53
"Miyu Irino","Tomoko Miyadera",95,53
"Miyu Irino","Takahiro Sakurai",9,53
"Miyu Irino","Maaya Sakamoto",96,53
"Miyu Irino","Hiroki Yasumoto",201,53
"Sumire Uesaka","Hiroshi Kamiya",93,92
"Sumire Uesaka","Mamoru Miyano",48,92
"Sumire Uesaka","Kenyu Horiuchi",94,92
"Sumire Uesaka","Tomoko Miyadera",95,92
"Sumire Uesaka","Takahiro Sakurai",9,92
"Sumire Uesaka","Maaya Sakamoto",96,92
"Sumire Uesaka","Hiroki Yasumoto",201,92
"Hiroshi Kamiya","Mamoru Miyano",48,93
"Hiroshi Kamiya","Kenyu Horiuchi",94,93
"Hiroshi Kamiya","Tomoko Miyadera",95,93
"Hiroshi Kamiya","Takahiro Sakurai",9,93
"Hiroshi Kamiya","Maaya Sakamoto",96,93
"Hiroshi Kamiya","Hiroki Yasumoto",201,93
"Mamoru Miyano","Kenyu Horiuchi",94,48
"Mamoru Miyano","Tomoko Miyadera",95,48
"Mamoru Miyano","Takahiro Sakurai",9,48
"Mamoru Miyano","Maaya Sakamoto",96,48
"Mamoru Miyano","Hiroki Yasumoto",201,48
"Kenyu Horiuchi","Tomoko Miyadera",95,94
"Kenyu Horiuchi","Takahiro Sakurai",9,94
"Kenyu Horiuchi","Maaya Sakamoto",96,94
"Kenyu Horiuchi","Hiroki Yasumoto",201,94
"Tomoko Miyadera","Takahiro Sakurai",9,95
"Tomoko Miyadera","Maaya Sakamoto",96,95
"Tomoko Miyadera","Hiroki Yasumoto",201,95
"Takahiro Sakurai","Maaya Sakamoto",96,9
"Takahiro Sakurai","Hiroki Yasumoto",201,9
"Maaya Sakamoto","Hiroki Yasumoto",201,96
"Kana Hanazawa","Tomoaki Maeno",97,74
"Kana Hanazawa","Daisuke Ono",98,74
"Kana Hanazawa","Kikuko Inoue",99,74
"Kana Hanazawa","Maria Naganawa",100,74
"Kana Hanazawa","Takahiro Sakurai",9,74
"Kana Hanazawa","Saori Hayami",56,74
"Kana Hanazawa","Nobuhiko Okamoto",101,74
"Kana Hanazawa","Yuichi Nakamura",73,74
"Kana Hanazawa","Shoya Chiba",102,74
"Kana Hanazawa","M・A・O",103,74
"Kana Hanazawa","Ayako Kawasumi",104,74
"Kana Hanazawa","Aya Endo",105,74
"Kana Hanazawa","Hiroyuki Yoshino",106,74
"Kana Hanazawa","Mamiko Noto",24,74
"Tomoaki Maeno","Daisuke Ono",98,97
"Tomoaki Maeno","Kikuko Inoue",99,97
"Tomoaki Maeno","Maria Naganawa",100,97
"Tomoaki Maeno","Takahiro Sakurai",9,97
"Tomoaki Maeno","Saori Hayami",56,97
"Tomoaki Maeno","Nobuhiko Okamoto",101,97
"Tomoaki Maeno","Yuichi Nakamura",73,97
"Tomoaki Maeno","Shoya Chiba",102,97
"Tomoaki Maeno","M・A・O",103,97
"Tomoaki Maeno","Ayako Kawasumi",104,97
"Tomoaki Maeno","Aya Endo",105,97
"Tomoaki Maeno","Hiroyuki Yoshino",106,97
"Tomoaki Maeno","Mamiko Noto",24,97
"Daisuke Ono","Kikuko Inoue",99,98
"Daisuke Ono","Maria Naganawa",100,98
"Daisuke Ono","Takahiro Sakurai",9,98
"Daisuke Ono","Saori Hayami",56,98
"Daisuke Ono","Nobuhiko Okamoto",101,98
"Daisuke Ono","Yuichi Nakamura",73,98
"Daisuke Ono","Shoya Chiba",102,98
"Daisuke Ono","M・A・O",103,98
"Daisuke Ono","Ayako Kawasumi",104,98
"Daisuke Ono","Aya Endo",105,98
"Daisuke Ono","Hiroyuki Yoshino",106,98
"Daisuke Ono","Mamiko Noto",24,98
"Kikuko Inoue","Maria Naganawa",100,99
"Kikuko Inoue","Takahiro Sakurai",9,99
"Kikuko Inoue","Saori Hayami",56,99
"Kikuko Inoue","Nobuhiko Okamoto",101,99
"Kikuko Inoue","Yuichi Nakamura",73,99
"Kikuko Inoue","Shoya Chiba",102,99
"Kikuko Inoue","M・A・O",103,99
"Kikuko Inoue","Ayako Kawasumi",104,99
"Kikuko Inoue","Aya Endo",105,99
"Kikuko Inoue","Hiroyuki Yoshino",106,99
"Kikuko Inoue","Mamiko Noto",24,99
"Maria Naganawa","Takahiro Sakurai",9,100
"Maria Naganawa","Saori Hayami",56,100
"Maria Naganawa","Nobuhiko Okamoto",101,100
"Maria Naganawa","Yuichi Nakamura",73,100
"Maria Naganawa","Shoya Chiba",102,100
"Maria Naganawa","M・A・O",103,100
"Maria Naganawa","Ayako Kawasumi",104,100
"Maria Naganawa","Aya Endo",105,100
"Maria Naganawa","Hiroyuki Yoshino",106,100
"Maria Naganawa","Mamiko Noto",24,100
"Takahiro Sakurai","Saori Hayami",56,9
"Takahiro Sakurai","Nobuhiko Okamoto",101,9
"Takahiro Sakurai","Yuichi Nakamura",73,9
"Takahiro Sakurai","Shoya Chiba",102,9
"Takahiro Sakurai","M・A・O",103,9
"Takahiro Sakurai","Ayako Kawasumi",104,9
"Takahiro Sakurai","Aya Endo",105,9
"Takahiro Sakurai","Hiroyuki Yoshino",106,9
"Takahiro Sakurai","Mamiko Noto",24,9
"Saori Hayami","Nobuhiko Okamoto",101,56
"Saori Hayami","Yuichi Nakamura",73,56
"Saori Hayami","Shoya Chiba",102,56
"Saori Hayami","M・A・O",103,56
"Saori Hayami","Ayako Kawasumi",104,56
"Saori Hayami","Aya Endo",105,56
"Saori Hayami","Hiroyuki Yoshino",106,56
"Saori Hayami","Mamiko Noto",24,56
"Nobuhiko Okamoto","Yuichi Nakamura",73,101
"Nobuhiko Okamoto","Shoya Chiba",102,101
"Nobuhiko Okamoto","M・A・O",103,101
"Nobuhiko Okamoto","Ayako Kawasumi",104,101
"Nobuhiko Okamoto","Aya Endo",105,101
"Nobuhiko Okamoto","Hiroyuki Yoshino",106,101
"Nobuhiko Okamoto","Mamiko Noto",24,101
"Yuichi Nakamura","Shoya Chiba",102,73
"Yuichi Nakamura","M・A・O",103,73
"Yuichi Nakamura","Ayako Kawasumi",104,73
"Yuichi Nakamura","Aya Endo",105,73
"Yuichi Nakamura","Hiroyuki Yoshino",106,73
"Yuichi Nakamura","Mamiko Noto",24,73
"Shoya Chiba","M・A・O",103,102
"Shoya Chiba","Ayako Kawasumi",104,102
"Shoya Chiba","Aya Endo",105,102
"Shoya Chiba","Hiroyuki Yoshino",106,102
"Shoya Chiba","Mamiko Noto",24,102
"M・A・O","Ayako Kawasumi",104,103
"M・A・O","Aya Endo",105,103
"M・A・O","Hiroyuki Yoshino",106,103
"M・A・O","Mamiko Noto",24,103
"Ayako Kawasumi","Aya Endo",105,104
"Ayako Kawasumi","Hiroyuki Yoshino",106,104
"Ayako Kawasumi","Mamiko Noto",24,104
"Aya Endo","Hiroyuki Yoshino",106,105
"Aya Endo","Mamiko Noto",24,105
"Hiroyuki Yoshino","Mamiko Noto",24,106
"Jun Fukuyama","Takahiro Sakurai",9,13
"Jun Fukuyama","Yukana",107,13
"Jun Fukuyama","Ami Koshimizu",108,13
"Jun Fukuyama","Kaori Nazuka",109,13
"Jun Fukuyama","Fumiko Orikasa",8,13
"Jun Fukuyama","Sayaka Ohara",110,13
"Jun Fukuyama","Noriaki Sugiyama",111,13
"Jun Fukuyama","Takahiro Mizushima",112,13
"Jun Fukuyama","Soichiro Hoshi",113,13
"Jun Fukuyama","Yuko Goto",202,13
"Takahiro Sakurai","Yukana",107,9
"Takahiro Sakurai","Ami Koshimizu",108,9
"Takahiro Sakurai","Kaori Nazuka",109,9
"Takahiro Sakurai","Fumiko Orikasa",8,9
"Takahiro Sakurai","Sayaka Ohara",110,9
"Takahiro Sakurai","Noriaki Sugiyama",111,9
"Takahiro Sakurai","Takahiro Mizushima",112,9
"Takahiro Sakurai","Soichiro Hoshi",113,9
"Takahiro Sakurai","Yuko Goto",202,9
"Yukana","Ami Koshimizu",108,107
"Yukana","Kaori Nazuka",109,107
"Yukana","Fumiko Orikasa",8,107
"Yukana","Sayaka Ohara",110,107
"Yukana","Noriaki Sugiyama",111,107
"Yukana","Takahiro Mizushima",112,107
"Yukana","Soichiro Hoshi",113,107
"Yukana","Yuko Goto",202,107
"Ami Koshimizu","Kaori Nazuka",109,108
"Ami Koshimizu","Fumiko Orikasa",8,108
"Ami Koshimizu","Sayaka Ohara",110,108
"Ami Koshimizu","Noriaki Sugiyama",111,108
"Ami Koshimizu","Takahiro Mizushima",112,108
"Ami Koshimizu","Soichiro Hoshi",113,108
"Ami Koshimizu","Yuko Goto",202,108
"Kaori Nazuka","Fumiko Orikasa",8,109
"Kaori Nazuka","Sayaka Ohara",110,109
"Kaori Nazuka","Noriaki Sugiyama",111,109
"Kaori Nazuka","Takahiro Mizushima",112,109
"Kaori Nazuka","Soichiro Hoshi",113,109
"Kaori Nazuka","Yuko Goto",202,109
"Fumiko Orikasa","Sayaka Ohara",110,8
"Fumiko Orikasa","Noriaki Sugiyama",111,8
"Fumiko Orikasa","Takahiro Mizushima",112,8
"Fumiko Orikasa","Soichiro Hoshi",113,8
"Fumiko Orikasa","Yuko Goto",202,8
"Sayaka Ohara","Noriaki Sugiyama",111,110
"Sayaka Ohara","Takahiro Mizushima",112,110
"Sayaka Ohara","Soichiro Hoshi",113,110
"Sayaka Ohara","Yuko Goto",202,110
"Noriaki Sugiyama","Takahiro Mizushima",112,111
"Noriaki Sugiyama","Soichiro Hoshi",113,111
"Noriaki Sugiyama","Yuko Goto",202,111
"Takahiro Mizushima","Soichiro Hoshi",113,112
"Takahiro Mizushima","Yuko Goto",202,112
"Soichiro Hoshi","Yuko Goto",202,113
"Tomoaki Maeno","Sora Amamiya",75,97
"Tomoaki Maeno","Soma Saito",114,97
"Tomoaki Maeno","Kana Hanazawa",74,97
"Tomoaki Maeno","Junichi Suwabe",82,97
"Tomoaki Maeno","Tomokazu Seki",115,97
"Tomoaki Maeno","Takahiro Sakurai",9,97
"Tomoaki Maeno","Kohsuke Toriumi",116,97
"Tomoaki Maeno","Rie Kugimiya",117,97
"Tomoaki Maeno","Kentaro Kumagai",118,97
"Tomoaki Maeno","Makoto Furukawa",119,97
"Tomoaki Maeno","Takashi Matsuyama",120,97
"Tomoaki Maeno","Shunsuke Takeuchi",121,97
"Tomoaki Maeno","Yuto Uemura",122,97
"Tomoaki Maeno","Chinatsu Akasaki",123,97
"Tomoaki Maeno","Junya Enoki",124,97
"Tomoaki Maeno","Kazuhiko Inoue",19,97
"Tomoaki Maeno","Hiroo Sasaki",203,97
"Sora Amamiya","Soma Saito",114,75
"Sora Amamiya","Kana Hanazawa",74,75
"Sora Amamiya","Junichi Suwabe",82,75
"Sora Amamiya","Tomokazu Seki",115,75
"Sora Amamiya","Takahiro Sakurai",9,75
"Sora Amamiya","Kohsuke Toriumi",116,75
"Sora Amamiya","Rie Kugimiya",117,75
"Sora Amamiya","Kentaro Kumagai",118,75
"Sora Amamiya","Makoto Furukawa",119,75
"Sora Amamiya","Takashi Matsuyama",120,75
"Sora Amamiya","Shunsuke Takeuchi",121,75
"Sora Amamiya","Yuto Uemura",122,75
"Sora Amamiya","Chinatsu Akasaki",123,75
"Sora Amamiya","Junya Enoki",124,75
"Sora Amamiya","Kazuhiko Inoue",19,75
"Sora Amamiya","Hiroo Sasaki",203,75
"Soma Saito","Kana Hanazawa",74,114
"Soma Saito","Junichi Suwabe",82,114
"Soma Saito","Tomokazu Seki",115,114
"Soma Saito","Takahiro Sakurai",9,114
"Soma Saito","Kohsuke Toriumi",116,114
"Soma Saito","Rie Kugimiya",117,114
"Soma Saito","Kentaro Kumagai",118,114
"Soma Saito","Makoto Furukawa",119,114
"Soma Saito","Takashi Matsuyama",120,114
"Soma Saito","Shunsuke Takeuchi",121,114
"Soma Saito","Yuto Uemura",122,114
"Soma Saito","Chinatsu Akasaki",123,114
"Soma Saito","Junya Enoki",124,114
"Soma Saito","Kazuhiko Inoue",19,114
"Soma Saito","Hiroo Sasaki",203,114
"Kana Hanazawa","Junichi Suwabe",82,74
"Kana Hanazawa","Tomokazu Seki",115,74
"Kana Hanazawa","Takahiro Sakurai",9,74
"Kana Hanazawa","Kohsuke Toriumi",116,74
"Kana Hanazawa","Rie Kugimiya",117,74
"Kana Hanazawa","Kentaro Kumagai",118,74
"Kana Hanazawa","Makoto Furukawa",119,74
"Kana Hanazawa","Takashi Matsuyama",120,74
"Kana Hanazawa","Shunsuke Takeuchi",121,74
"Kana Hanazawa","Yuto Uemura",122,74
"Kana Hanazawa","Chinatsu Akasaki",123,74
"Kana Hanazawa","Junya Enoki",124,74
"Kana Hanazawa","Kazuhiko Inoue",19,74
"Kana Hanazawa","Hiroo Sasaki",203,74
"Junichi Suwabe","Tomokazu Seki",115,82
"Junichi Suwabe","Takahiro Sakurai",9,82
"Junichi Suwabe","Kohsuke Toriumi",116,82
"Junichi Suwabe","Rie Kugimiya",117,82
"Junichi Suwabe","Kentaro Kumagai",118,82
"Junichi Suwabe","Makoto Furukawa",119,82
"Junichi Suwabe","Takashi Matsuyama",120,82
"Junichi Suwabe","Shunsuke Takeuchi",121,82
"Junichi Suwabe","Yuto Uemura",122,82
"Junichi Suwabe","Chinatsu Akasaki",123,82
"Junichi Suwabe","Junya Enoki",124,82
"Junichi Suwabe","Kazuhiko Inoue",19,82
"Junichi Suwabe","Hiroo Sasaki",203,82
"Tomokazu Seki","Takahiro Sakurai",9,115
"Tomokazu Seki","Kohsuke Toriumi",116,115
"Tomokazu Seki","Rie Kugimiya",117,115
"Tomokazu Seki","Kentaro Kumagai",118,115
"Tomokazu Seki","Makoto Furukawa",119,115
"Tomokazu Seki","Takashi Matsuyama",120,115
"Tomokazu Seki","Shunsuke Takeuchi",121,115
"Tomokazu Seki","Yuto Uemura",122,115
"Tomokazu Seki","Chinatsu Akasaki",123,115
"Tomokazu Seki","Junya Enoki",124,115
"Tomokazu Seki","Kazuhiko Inoue",19,115
"Tomokazu Seki","Hiroo Sasaki",203,115
"Takahiro Sakurai","Kohsuke Toriumi",116,9
"Takahiro Sakurai","Rie Kugimiya",117,9
"Takahiro Sakurai","Kentaro Kumagai",118,9
"Takahiro Sakurai","Makoto Furukawa",119,9
"Takahiro Sakurai","Takashi Matsuyama",120,9
"Takahiro Sakurai","Shunsuke Takeuchi",121,9
"Takahiro Sakurai","Yuto Uemura",122,9
"Takahiro Sakurai","Chinatsu Akasaki",123,9
"Takahiro Sakurai","Junya Enoki",124,9
"Takahiro Sakurai","Kazuhiko Inoue",19,9
